NAME,C02003_003E,state,zip code tabulation area,GEOID,percent
ZCTA5 77440,0,48,77440,4877440,0.0
ZCTA5 77808,10568,48,77808,4877808,10.568
ZCTA5 75661,2166,48,75661,4875661,2.166
ZCTA5 75668,1655,48,75668,4875668,1.655
ZCTA5 75669,446,48,75669,4875669,0.446
ZCTA5 75693,6633,48,75693,4875693,6.633
ZCTA5 75703,32106,48,75703,4875703,32.106
ZCTA5 75705,1331,48,75705,4875705,1.331
ZCTA5 75707,12460,48,75707,4875707,12.46
ZCTA5 75758,7547,48,75758,4875758,7.547
ZCTA5 75472,3322,48,75472,4875472,3.322
ZCTA5 75491,4093,48,75491,4875491,4.093
ZCTA5 75501,20428,48,75501,4875501,20.428
ZCTA5 75571,2380,48,75571,4875571,2.38
ZCTA5 77059,12569,48,77059,4877059,12.569
ZCTA5 77062,19507,48,77062,4877062,19.507
ZCTA5 77066,18749,48,77066,4877066,18.749
ZCTA5 77075,24882,48,77075,4877075,24.882
ZCTA5 77078,5315,48,77078,4877078,5.315
ZCTA5 77085,10227,48,77085,4877085,10.227
ZCTA5 77950,149,48,77950,4877950,0.149
ZCTA5 77957,7151,48,77957,4877957,7.151
ZCTA5 77975,1460,48,77975,4877975,1.46
ZCTA5 77979,15204,48,77979,4877979,15.204
ZCTA5 77988,550,48,77988,4877988,0.55
ZCTA5 77482,1516,48,77482,4877482,1.516
ZCTA5 77484,9230,48,77484,4877484,9.23
ZCTA5 77486,6156,48,77486,4877486,6.156
ZCTA5 77506,34070,48,77506,4877506,34.07
ZCTA5 77518,9033,48,77518,4877518,9.033
ZCTA5 77520,25072,48,77520,4877520,25.072
ZCTA5 77532,23383,48,77532,4877532,23.383
ZCTA5 77533,694,48,77533,4877533,0.694
ZCTA5 77541,14184,48,77541,4877541,14.184
ZCTA5 77561,79,48,77561,4877561,0.079
ZCTA5 77565,6777,48,77565,4877565,6.777
ZCTA5 77577,1457,48,77577,4877577,1.457
ZCTA5 77586,20169,48,77586,4877586,20.169
ZCTA5 77598,17968,48,77598,4877598,17.968
ZCTA5 77612,9229,48,77612,4877612,9.229
ZCTA5 77619,14102,48,77619,4877619,14.102
ZCTA5 77002,7445,48,77002,4877002,7.445
ZCTA5 77091,12538,48,77091,4877091,12.538
ZCTA5 77024,30403,48,77024,4877024,30.403
ZCTA5 77036,33350,48,77036,4877036,33.35
ZCTA5 77046,763,48,77046,4877046,0.763
ZCTA5 77049,23180,48,77049,4877049,23.18
ZCTA5 77061,11799,48,77061,4877061,11.799
ZCTA5 77073,19032,48,77073,4877073,19.032
ZCTA5 77076,29976,48,77076,4877076,29.976
ZCTA5 77079,25014,48,77079,4877079,25.014
ZCTA5 77080,20518,48,77080,4877080,20.518
ZCTA5 77087,26586,48,77087,4877087,26.586
ZCTA5 77092,19682,48,77092,4877092,19.682
ZCTA5 77095,47074,48,77095,4877095,47.074
ZCTA5 77448,136,48,77448,4877448,0.136
ZCTA5 77455,2138,48,77455,4877455,2.138
ZCTA5 77470,335,48,77470,4877470,0.335
ZCTA5 77477,13256,48,77477,4877477,13.256
ZCTA5 77478,14663,48,77478,4877478,14.663
ZCTA5 77564,1671,48,77564,4877564,1.671
ZCTA5 75702,14286,48,75702,4875702,14.286
ZCTA5 75754,5985,48,75754,4875754,5.985
ZCTA5 75763,5696,48,75763,4875763,5.696
ZCTA5 75006,40123,48,75006,4875006,40.123
ZCTA5 75019,28518,48,75019,4875019,28.518
ZCTA5 75021,7945,48,75021,4875021,7.945
ZCTA5 75025,31382,48,75025,4875025,31.382
ZCTA5 75160,18545,48,75160,4875160,18.545
ZCTA5 75201,11996,48,75201,4875201,11.996
ZCTA5 75210,3213,48,75210,4875210,3.213
ZCTA5 75212,16598,48,75212,4875212,16.598
ZCTA5 75240,8061,48,75240,4875240,8.061
ZCTA5 77030,6815,48,77030,4877030,6.815
ZCTA5 77037,19086,48,77037,4877037,19.086
ZCTA5 77045,17603,48,77045,4877045,17.603
ZCTA5 77082,21861,48,77082,4877082,21.861
ZCTA5 77084,58807,48,77084,4877084,58.807
ZCTA5 77301,27825,48,77301,4877301,27.825
ZCTA5 77316,22260,48,77316,4877316,22.26
ZCTA5 77318,14004,48,77318,4877318,14.004
ZCTA5 77340,22642,48,77340,4877340,22.642
ZCTA5 77346,47718,48,77346,4877346,47.718
ZCTA5 77355,25304,48,77355,4877355,25.304
ZCTA5 77373,36226,48,77373,4877373,36.226
ZCTA5 77434,2362,48,77434,4877434,2.362
ZCTA5 77446,271,48,77446,4877446,0.271
ZCTA5 77466,365,48,77466,4877466,0.365
ZCTA5 77469,30860,48,77469,4877469,30.86
ZCTA5 77336,11708,48,77336,4877336,11.708
ZCTA5 77094,7124,48,77094,4877094,7.124
ZCTA5 77096,17386,48,77096,4877096,17.386
ZCTA5 77379,57910,48,77379,4877379,57.91
ZCTA5 77386,42779,48,77386,4877386,42.779
ZCTA5 77389,28641,48,77389,4877389,28.641
ZCTA5 77437,14608,48,77437,4877437,14.608
ZCTA5 77451,0,48,77451,4877451,0.0
ZCTA5 77465,5607,48,77465,4877465,5.607
ZCTA5 77479,43620,48,77479,4877479,43.62
ZCTA5 77481,12,48,77481,4877481,0.012
ZCTA5 77853,835,48,77853,4877853,0.835
ZCTA5 77651,11296,48,77651,4877651,11.296
ZCTA5 77803,19783,48,77803,4877803,19.783
ZCTA5 77830,2558,48,77830,4877830,2.558
ZCTA5 77859,4778,48,77859,4877859,4.778
ZCTA5 77864,5418,48,77864,4877864,5.418
ZCTA5 77867,62,48,77867,4877867,0.062
ZCTA5 77474,10023,48,77474,4877474,10.023
ZCTA5 77488,10424,48,77488,4877488,10.424
ZCTA5 77503,23150,48,77503,4877503,23.15
ZCTA5 77510,14195,48,77510,4877510,14.195
ZCTA5 77521,41876,48,77521,4877521,41.876
ZCTA5 76250,985,48,76250,4876250,0.985
ZCTA5 76943,1414,48,76943,4876943,1.414
ZCTA5 76108,35824,48,76108,4876108,35.824
ZCTA5 76061,39,48,76061,4876061,0.039
ZCTA5 76084,6975,48,76084,4876084,6.975
ZCTA5 76114,20222,48,76114,4876114,20.222
ZCTA5 76120,7725,48,76120,4876120,7.725
ZCTA5 76549,21326,48,76549,4876549,21.326
ZCTA5 75493,270,48,75493,4875493,0.27
ZCTA5 75640,4198,48,75640,4875640,4.198
ZCTA5 75770,2599,48,75770,4875770,2.599
ZCTA5 75762,10853,48,75762,4875762,10.853
ZCTA5 75844,5059,48,75844,4875844,5.059
ZCTA5 75959,629,48,75959,4875959,0.629
ZCTA5 75801,11152,48,75801,4875801,11.152
ZCTA5 75783,7310,48,75783,4875783,7.31
ZCTA5 76006,14257,48,76006,4876006,14.257
ZCTA5 76011,13445,48,76011,4876011,13.445
ZCTA5 76021,27015,48,76021,4876021,27.015
ZCTA5 76039,23939,48,76039,4876039,23.939
ZCTA5 76043,6744,48,76043,4876043,6.744
ZCTA5 76052,18541,48,76052,4876052,18.541
ZCTA5 76092,24387,48,76092,4876092,24.387
ZCTA5 76102,6374,48,76102,4876102,6.374
ZCTA5 76107,22130,48,76107,4876107,22.13
ZCTA5 76131,27210,48,76131,4876131,27.21
ZCTA5 76140,16452,48,76140,4876140,16.452
ZCTA5 76155,2271,48,76155,4876155,2.271
ZCTA5 76234,14797,48,76234,4876234,14.797
ZCTA5 76259,5454,48,76259,4876259,5.454
ZCTA5 76262,31920,48,76262,4876262,31.92
ZCTA5 76273,9211,48,76273,4876273,9.211
ZCTA5 76458,5463,48,76458,4876458,5.463
ZCTA5 76033,24345,48,76033,4876033,24.345
ZCTA5 76085,10347,48,76085,4876085,10.347
ZCTA5 76129,2309,48,76129,4876129,2.309
ZCTA5 76164,11499,48,76164,4876164,11.499
ZCTA5 76182,26426,48,76182,4876182,26.426
ZCTA5 76209,20215,48,76209,4876209,20.215
ZCTA5 76210,36771,48,76210,4876210,36.771
ZCTA5 76244,56907,48,76244,4876244,56.907
ZCTA5 76263,158,48,76263,4876263,0.158
ZCTA5 76402,671,48,76402,4876402,0.671
ZCTA5 76508,4,48,76508,4876508,0.004
ZCTA5 76573,23,48,76573,4876573,0.023
ZCTA5 76596,770,48,76596,4876596,0.77
ZCTA5 76597,1413,48,76597,4876597,1.413
ZCTA5 76598,278,48,76598,4876598,0.278
ZCTA5 76599,1149,48,76599,4876599,1.149
ZCTA5 76623,140,48,76623,4876623,0.14
ZCTA5 76650,127,48,76650,4876650,0.127
ZCTA5 76654,152,48,76654,4876654,0.152
ZCTA5 76820,136,48,76820,4876820,0.136
ZCTA5 76836,16,48,76836,4876836,0.016
ZCTA5 76908,1791,48,76908,4876908,1.791
ZCTA5 76939,10,48,76939,4876939,0.01
ZCTA5 76957,0,48,76957,4876957,0.0
ZCTA5 76360,3079,48,76360,4876360,3.079
ZCTA5 76372,1164,48,76372,4876372,1.164
ZCTA5 76374,3758,48,76374,4876374,3.758
ZCTA5 76427,732,48,76427,4876427,0.732
ZCTA5 76429,119,48,76429,4876429,0.119
ZCTA5 76501,13038,48,76501,4876501,13.038
ZCTA5 76502,32517,48,76502,4876502,32.517
ZCTA5 76261,215,48,76261,4876261,0.215
ZCTA5 76228,927,48,76228,4876228,0.927
ZCTA5 76248,34475,48,76248,4876248,34.475
ZCTA5 77702,1484,48,77702,4877702,1.484
ZCTA5 77705,20082,48,77705,4877705,20.082
ZCTA5 77706,19062,48,77706,4877706,19.062
ZCTA5 77802,21405,48,77802,4877802,21.405
ZCTA5 77836,9832,48,77836,4877836,9.832
ZCTA5 77856,4743,48,77856,4877856,4.743
ZCTA5 77879,4240,48,77879,4877879,4.24
ZCTA5 77961,303,48,77961,4877961,0.303
ZCTA5 79517,203,48,79517,4879517,0.203
ZCTA5 79521,3342,48,79521,4879521,3.342
ZCTA5 79530,443,48,79530,4879530,0.443
ZCTA5 79536,4363,48,79536,4879536,4.363
ZCTA5 79561,657,48,79561,4879561,0.657
ZCTA5 79043,1386,48,79043,4879043,1.386
ZCTA5 79032,71,48,79032,4879032,0.071
ZCTA5 79033,76,48,79033,4879033,0.076
ZCTA5 79042,979,48,79042,4879042,0.979
ZCTA5 79011,177,48,79011,4879011,0.177
ZCTA5 79012,1249,48,79012,4879012,1.249
ZCTA5 79022,9789,48,79022,4879022,9.789
ZCTA5 79031,1303,48,79031,4879031,1.303
ZCTA5 79083,1594,48,79083,4879083,1.594
ZCTA5 79239,165,48,79239,4879239,0.165
ZCTA5 79241,2060,48,79241,4879241,2.06
ZCTA5 79316,10055,48,79316,4879316,10.055
ZCTA5 79331,9633,48,79331,4879331,9.633
ZCTA5 79350,364,48,79350,4879350,0.364
ZCTA5 79357,2025,48,79357,4879357,2.025
ZCTA5 79369,126,48,79369,4879369,0.126
ZCTA5 79410,8851,48,79410,4879410,8.851
ZCTA5 79416,27826,48,79416,4879416,27.826
ZCTA5 79519,32,48,79519,4879519,0.032
ZCTA5 79520,1858,48,79520,4879520,1.858
ZCTA5 79529,1300,48,79529,4879529,1.3
ZCTA5 79534,73,48,79534,4879534,0.073
ZCTA5 79538,229,48,79538,4879538,0.229
ZCTA5 79553,2721,48,79553,4879553,2.721
ZCTA5 79563,875,48,79563,4879563,0.875
ZCTA5 79565,201,48,79565,4879565,0.201
ZCTA5 79601,17915,48,79601,4879601,17.915
ZCTA5 79511,1144,48,79511,4879511,1.144
ZCTA5 79603,15032,48,79603,4879603,15.032
ZCTA5 79734,2049,48,79734,4879734,2.049
ZCTA5 79743,253,48,79743,4879743,0.253
ZCTA5 79761,26216,48,79761,4879761,26.216
ZCTA5 79330,142,48,79330,4879330,0.142
ZCTA5 79252,2559,48,79252,4879252,2.559
ZCTA5 79322,1668,48,79322,4879322,1.668
ZCTA5 79325,2184,48,79325,4879325,2.184
ZCTA5 79353,52,48,79353,4879353,0.052
ZCTA5 79358,997,48,79358,4879358,0.997
ZCTA5 79378,237,48,79378,4879378,0.237
ZCTA5 79403,10581,48,79403,4879403,10.581
ZCTA5 79404,6957,48,79404,4879404,6.957
ZCTA5 79407,18469,48,79407,4879407,18.469
ZCTA5 79412,13197,48,79412,4879412,13.197
ZCTA5 79413,18675,48,79413,4879413,18.675
ZCTA5 79502,1140,48,79502,4879502,1.14
ZCTA5 79504,3035,48,79504,4879504,3.035
ZCTA5 79505,267,48,79505,4879505,0.267
ZCTA5 79607,2348,48,79607,4879607,2.348
ZCTA5 79705,34638,48,79705,4879705,34.638
ZCTA5 79706,24030,48,79706,4879706,24.03
ZCTA5 79739,851,48,79739,4879739,0.851
ZCTA5 79766,5327,48,79766,4879766,5.327
ZCTA5 77713,8774,48,77713,4877713,8.774
ZCTA5 77807,8363,48,77807,4877807,8.363
ZCTA5 77835,2041,48,77835,4877835,2.041
ZCTA5 79903,13974,48,79903,4879903,13.974
ZCTA5 79912,61014,48,79912,4879912,61.014
ZCTA5 79915,29742,48,79915,4879915,29.742
ZCTA5 79927,31680,48,79927,4879927,31.68
ZCTA5 79932,21979,48,79932,4879932,21.979
ZCTA5 77660,1197,48,77660,4877660,1.197
ZCTA5 79821,5513,48,79821,4879821,5.513
ZCTA5 79836,4343,48,79836,4879836,4.343
ZCTA5 79041,2845,48,79041,4879041,2.845
ZCTA5 79045,16971,48,79045,4879045,16.971
ZCTA5 79052,1102,48,79052,4879052,1.102
ZCTA5 79922,6851,48,79922,4879922,6.851
ZCTA5 79924,46755,48,79924,4879924,46.755
ZCTA5 79021,143,48,79021,4879021,0.143
ZCTA5 79051,0,48,79051,4879051,0.0
ZCTA5 79054,589,48,79054,4879054,0.589
ZCTA5 79063,644,48,79063,4879063,0.644
ZCTA5 79065,17719,48,79065,4879065,17.719
ZCTA5 79072,22351,48,79072,4879072,22.351
ZCTA5 79079,2183,48,79079,4879079,2.183
ZCTA5 79086,1984,48,79086,4879086,1.984
ZCTA5 79103,9651,48,79103,4879103,9.651
ZCTA5 79104,6126,48,79104,4879104,6.126
ZCTA5 79345,907,48,79345,4879345,0.907
ZCTA5 79518,30,48,79518,4879518,0.03
ZCTA5 79560,162,48,79560,4879560,0.162
ZCTA5 79735,11859,48,79735,4879735,11.859
ZCTA5 79081,3571,48,79081,4879081,3.571
ZCTA5 79098,508,48,79098,4879098,0.508
ZCTA5 79108,13039,48,79108,4879108,13.039
ZCTA5 79780,217,48,79780,4879780,0.217
ZCTA5 79001,198,48,79001,4879001,0.198
ZCTA5 79005,1352,48,79005,4879005,1.352
ZCTA5 79013,2535,48,79013,4879013,2.535
ZCTA5 79014,3763,48,79014,4879014,3.763
ZCTA5 79029,11431,48,79029,4879029,11.431
ZCTA5 79046,551,48,79046,4879046,0.551
ZCTA5 79057,1281,48,79057,4879057,1.281
ZCTA5 79059,673,48,79059,4879059,0.673
ZCTA5 79501,2224,48,79501,4879501,2.224
ZCTA5 79503,89,48,79503,4879503,0.089
ZCTA5 79510,6886,48,79510,4879510,6.886
ZCTA5 79526,938,48,79526,4879526,0.938
ZCTA5 79546,1417,48,79546,4879546,1.417
ZCTA5 79548,142,48,79548,4879548,0.142
ZCTA5 79605,23189,48,79605,4879605,23.189
ZCTA5 79606,19110,48,79606,4879606,19.11
ZCTA5 79703,19082,48,79703,4879703,19.082
ZCTA5 79720,28912,48,79720,4879720,28.912
ZCTA5 79731,2499,48,79731,4879731,2.499
ZCTA5 79742,392,48,79742,4879742,0.392
ZCTA5 79745,6068,48,79745,4879745,6.068
ZCTA5 79068,3251,48,79068,4879068,3.251
ZCTA5 79080,494,48,79080,4879080,0.494
ZCTA5 79082,238,48,79082,4879082,0.238
ZCTA5 79087,599,48,79087,4879087,0.599
ZCTA5 79096,1953,48,79096,4879096,1.953
ZCTA5 79236,208,48,79236,4879236,0.208
ZCTA5 79240,13,48,79240,4879240,0.013
ZCTA5 79259,61,48,79259,4879259,0.061
ZCTA5 79312,866,48,79312,4879312,0.866
ZCTA5 79324,37,48,79324,4879324,0.037
ZCTA5 79329,2940,48,79329,4879329,2.94
ZCTA5 79342,439,48,79342,4879342,0.439
ZCTA5 79367,684,48,79367,4879367,0.684
ZCTA5 79370,1429,48,79370,4879370,1.429
ZCTA5 79371,1339,48,79371,4879371,1.339
ZCTA5 79752,900,48,79752,4879752,0.9
ZCTA5 79758,2118,48,79758,4879758,2.118
ZCTA5 79772,10941,48,79772,4879772,10.941
ZCTA5 79110,16891,48,79110,4879110,16.891
ZCTA5 79111,2173,48,79111,4879111,2.173
ZCTA5 79119,15430,48,79119,4879119,15.43
ZCTA5 79201,6054,48,79201,4879201,6.054
ZCTA5 79220,210,48,79220,4879220,0.21
ZCTA5 79247,61,48,79247,4879247,0.061
ZCTA5 79311,3322,48,79311,4879311,3.322
ZCTA5 79323,7145,48,79323,4879323,7.145
ZCTA5 79326,88,48,79326,4879326,0.088
ZCTA5 79359,2761,48,79359,4879359,2.761
ZCTA5 79380,113,48,79380,4879380,0.113
ZCTA5 79778,747,48,79778,4879778,0.747
ZCTA5 79347,6071,48,79347,4879347,6.071
ZCTA5 79379,516,48,79379,4879379,0.516
ZCTA5 78022,3946,48,78022,4878022,3.946
ZCTA5 78026,5758,48,78026,4878026,5.758
ZCTA5 78027,201,48,78027,4878027,0.201
ZCTA5 78040,40348,48,78040,4878040,40.348
ZCTA5 79835,6828,48,79835,4879835,6.828
ZCTA5 79848,508,48,79848,4879848,0.508
ZCTA5 79902,15934,48,79902,4879902,15.934
ZCTA5 79904,26931,48,79904,4879904,26.931
ZCTA5 79847,156,48,79847,4879847,0.156
ZCTA5 79853,1654,48,79853,4879853,1.654
ZCTA5 79908,3048,48,79908,4879908,3.048
ZCTA5 79930,23165,48,79930,4879930,23.165
ZCTA5 79003,177,48,79003,4879003,0.177
ZCTA5 79009,1624,48,79009,4879009,1.624
ZCTA5 79015,20192,48,79015,4879015,20.192
ZCTA5 79019,1693,48,79019,4879019,1.693
ZCTA5 79024,432,48,79024,4879024,0.432
ZCTA5 79034,528,48,79034,4879034,0.528
ZCTA5 79035,3846,48,79035,4879035,3.846
ZCTA5 79056,67,48,79056,4879056,0.067
ZCTA5 79064,2204,48,79064,4879064,2.204
ZCTA5 79070,8856,48,79070,4879070,8.856
ZCTA5 79078,224,48,79078,4879078,0.224
ZCTA5 79088,4453,48,79088,4879088,4.453
ZCTA5 79093,79,48,79093,4879093,0.079
ZCTA5 79097,876,48,79097,4879097,0.876
ZCTA5 79007,12726,48,79007,4879007,12.726
ZCTA5 79025,49,48,79025,4879025,0.049
ZCTA5 79027,4412,48,79027,4879027,4.412
ZCTA5 79039,925,48,79039,4879039,0.925
ZCTA5 79044,680,48,79044,4879044,0.68
ZCTA5 79053,152,48,79053,4879053,0.152
ZCTA5 79084,2025,48,79084,4879084,2.025
ZCTA5 79101,1736,48,79101,4879101,1.736
ZCTA5 79107,22351,48,79107,4879107,22.351
ZCTA5 79118,20907,48,79118,4879118,20.907
ZCTA5 79121,5468,48,79121,4879121,5.468
ZCTA5 79229,384,48,79229,4879229,0.384
ZCTA5 79231,96,48,79231,4879231,0.096
ZCTA5 79250,1279,48,79250,4879250,1.279
ZCTA5 79106,22652,48,79106,4879106,22.652
ZCTA5 79230,80,48,79230,4879230,0.08
ZCTA5 79233,91,48,79233,4879233,0.091
ZCTA5 79235,3198,48,79235,4879235,3.198
ZCTA5 79243,73,48,79243,4879243,0.073
ZCTA5 79245,1932,48,79245,4879245,1.932
ZCTA5 79255,521,48,79255,4879255,0.521
ZCTA5 79313,1455,48,79313,4879313,1.455
ZCTA5 79314,62,48,79314,4879314,0.062
ZCTA5 79343,1497,48,79343,4879343,1.497
ZCTA5 79364,6463,48,79364,4879364,6.463
ZCTA5 79372,1161,48,79372,4879372,1.161
ZCTA5 79373,2420,48,79373,4879373,2.42
ZCTA5 79401,6278,48,79401,4879401,6.278
ZCTA5 79406,5647,48,79406,4879406,5.647
ZCTA5 79535,157,48,79535,4879535,0.157
ZCTA5 79537,30,48,79537,4879537,0.03
ZCTA5 79544,476,48,79544,4879544,0.476
ZCTA5 79602,19741,48,79602,4879602,19.741
ZCTA5 76520,6233,48,76520,4876520,6.233
ZCTA5 76522,24996,48,76522,4876522,24.996
ZCTA5 76531,4540,48,76531,4876531,4.54
ZCTA5 76534,2666,48,76534,4876534,2.666
ZCTA5 76543,13313,48,76543,4876543,13.313
ZCTA5 76548,19512,48,76548,4876548,19.512
ZCTA5 76621,837,48,76621,4876621,0.837
ZCTA5 76628,26,48,76628,4876628,0.026
ZCTA5 76643,12639,48,76643,4876643,12.639
ZCTA5 76648,2583,48,76648,4876648,2.583
ZCTA5 76657,8794,48,76657,4876657,8.794
ZCTA5 76012,21103,48,76012,4876012,21.103
ZCTA5 76013,24784,48,76013,4876013,24.784
ZCTA5 76017,30918,48,76017,4876017,30.918
ZCTA5 76020,27117,48,76020,4876020,27.117
ZCTA5 76054,11233,48,76054,4876054,11.233
ZCTA5 76059,4060,48,76059,4876059,4.06
ZCTA5 76457,3523,48,76457,4876457,3.523
ZCTA5 76436,237,48,76436,4876436,0.237
ZCTA5 76448,4959,48,76448,4876448,4.959
ZCTA5 76452,108,48,76452,4876452,0.108
ZCTA5 76471,1848,48,76471,4876471,1.848
ZCTA5 76487,3102,48,76487,4876487,3.102
ZCTA5 76524,2857,48,76524,4876524,2.857
ZCTA5 76541,9995,48,76541,4876541,9.995
ZCTA5 76554,1935,48,76554,4876554,1.935
ZCTA5 76556,1264,48,76556,4876556,1.264
ZCTA5 76887,101,48,76887,4876887,0.101
ZCTA5 76934,1086,48,76934,4876934,1.086
ZCTA5 76950,2519,48,76950,4876950,2.519
ZCTA5 76071,4032,48,76071,4876071,4.032
ZCTA5 76105,8359,48,76105,4876105,8.359
ZCTA5 76110,24110,48,76110,4876110,24.11
ZCTA5 78389,1595,48,78389,4878389,1.595
ZCTA5 78391,244,48,78391,4878391,0.244
ZCTA5 78410,26326,48,78410,4878410,26.326
ZCTA5 78414,34367,48,78414,4878414,34.367
ZCTA5 78501,48950,48,78501,4878501,48.95
ZCTA5 78521,89139,48,78521,4878521,89.139
ZCTA5 78526,43952,48,78526,4878526,43.952
ZCTA5 78566,17444,48,78566,4878566,17.444
ZCTA5 78593,5491,48,78593,4878593,5.491
ZCTA5 78877,756,48,78877,4878877,0.756
ZCTA5 78840,44560,48,78840,4878840,44.56
ZCTA5 78860,23,48,78860,4878860,0.023
ZCTA5 78872,1637,48,78872,4878872,1.637
ZCTA5 78933,1220,48,78933,4878933,1.22
ZCTA5 78953,790,48,78953,4878953,0.79
ZCTA5 78954,1050,48,78954,4878954,1.05
ZCTA5 78021,318,48,78021,4878021,0.318
ZCTA5 78003,8888,48,78003,4878003,8.888
ZCTA5 78004,872,48,78004,4878004,0.872
ZCTA5 78012,311,48,78012,4878012,0.311
ZCTA5 78039,1613,48,78039,4878039,1.613
ZCTA5 78043,43252,48,78043,4878043,43.252
ZCTA5 78046,66697,48,78046,4878046,66.697
ZCTA5 78050,417,48,78050,4878050,0.417
ZCTA5 78055,1713,48,78055,4878055,1.713
ZCTA5 78070,15443,48,78070,4878070,15.443
ZCTA5 78851,25,48,78851,4878851,0.025
ZCTA5 78852,52635,48,78852,4878852,52.635
ZCTA5 78880,1806,48,78880,4878880,1.806
ZCTA5 78883,278,48,78883,4878883,0.278
ZCTA5 78949,666,48,78949,4878949,0.666
ZCTA5 78959,719,48,78959,4878959,0.719
ZCTA5 78744,33186,48,78744,4878744,33.186
ZCTA5 78748,41671,48,78748,4878748,41.671
ZCTA5 78829,1197,48,78829,4878829,1.197
ZCTA5 78830,825,48,78830,4878830,0.825
ZCTA5 78838,156,48,78838,4878838,0.156
ZCTA5 78756,7256,48,78756,4878756,7.256
ZCTA5 78140,2293,48,78140,4878140,2.293
ZCTA5 78221,34705,48,78221,4878221,34.705
ZCTA5 78357,2608,48,78357,4878357,2.608
ZCTA5 78570,28970,48,78570,4878570,28.97
ZCTA5 78654,16841,48,78654,4878654,16.841
ZCTA5 78028,36431,48,78028,4878028,36.431
ZCTA5 78101,5410,48,78101,4878101,5.41
ZCTA5 78102,24669,48,78102,4878102,24.669
ZCTA5 78119,4887,48,78119,4878119,4.887
ZCTA5 78152,2056,48,78152,4878152,2.056
ZCTA5 78154,26257,48,78154,4878154,26.257
ZCTA5 78160,4506,48,78160,4878160,4.506
ZCTA5 78164,2629,48,78164,4878164,2.629
ZCTA5 78204,9543,48,78204,4878204,9.543
ZCTA5 78212,25594,48,78212,4878212,25.594
ZCTA5 78215,2449,48,78215,4878215,2.449
ZCTA5 78217,25475,48,78217,4878217,25.475
ZCTA5 78237,35356,48,78237,4878237,35.356
ZCTA5 78240,43958,48,78240,4878240,43.958
ZCTA5 78249,44429,48,78249,4878249,44.429
ZCTA5 78363,26156,48,78363,4878363,26.156
ZCTA5 78393,1955,48,78393,4878393,1.955
ZCTA5 78415,37415,48,78415,4878415,37.415
ZCTA5 78417,3977,48,78417,4878417,3.977
ZCTA5 78504,47156,48,78504,4878504,47.156
ZCTA5 78545,572,48,78545,4878545,0.572
ZCTA5 78548,727,48,78548,4878548,0.727
ZCTA5 78565,112,48,78565,4878565,0.112
ZCTA5 78588,204,48,78588,4878588,0.204
ZCTA5 78594,1720,48,78594,4878594,1.72
ZCTA5 78602,22551,48,78602,4878602,22.551
ZCTA5 78607,41,48,78607,4878607,0.041
ZCTA5 78621,15031,48,78621,4878621,15.031
ZCTA5 78640,49015,48,78640,4878640,49.015
ZCTA5 78644,14420,48,78644,4878644,14.42
ZCTA5 78670,106,48,78670,4878670,0.106
ZCTA5 78731,22898,48,78731,4878731,22.898
ZCTA5 78734,17089,48,78734,4878734,17.089
ZCTA5 78741,36412,48,78741,4878741,36.412
ZCTA5 78746,25335,48,78746,4878746,25.335
ZCTA5 78613,64495,48,78613,4878613,64.495
ZCTA5 78615,1204,48,78615,4878615,1.204
ZCTA5 78623,746,48,78623,4878623,0.746
ZCTA5 78754,13368,48,78754,4878754,13.368
ZCTA5 78406,1860,48,78406,4878406,1.86
ZCTA5 78598,88,48,78598,4878598,0.088
ZCTA5 78657,5188,48,78657,4878657,5.188
ZCTA5 78536,215,48,78536,4878536,0.215
ZCTA5 78541,40901,48,78541,4878541,40.901
ZCTA5 78542,68278,48,78542,4878542,68.278
ZCTA5 78561,660,48,78561,4878561,0.66
ZCTA5 78564,207,48,78564,4878564,0.207
ZCTA5 78567,492,48,78567,4878567,0.492
ZCTA5 78573,36106,48,78573,4878573,36.106
ZCTA5 78574,59060,48,78574,4878574,59.06
ZCTA5 78585,291,48,78585,4878585,0.291
ZCTA5 78590,353,48,78590,4878590,0.353
ZCTA5 78591,303,48,78591,4878591,0.303
ZCTA5 78633,24616,48,78633,4878633,24.616
ZCTA5 78665,35388,48,78665,4878665,35.388
ZCTA5 78677,19,48,78677,4878677,0.019
ZCTA5 78712,633,48,78712,4878712,0.633
ZCTA5 78802,251,48,78802,4878802,0.251
ZCTA5 78843,468,48,78843,4878843,0.468
ZCTA5 78871,56,48,78871,4878871,0.056
ZCTA5 78931,253,48,78931,4878931,0.253
ZCTA5 78951,0,48,78951,4878951,0.0
ZCTA5 78069,5744,48,78069,4878069,5.744
ZCTA5 78132,26287,48,78132,4878132,26.287
ZCTA5 78732,14961,48,78732,4878732,14.961
ZCTA5 78833,1510,48,78833,4878833,1.51
ZCTA5 78218,25428,48,78218,4878218,25.428
ZCTA5 78583,6960,48,78583,4878583,6.96
ZCTA5 78608,443,48,78608,4878608,0.443
ZCTA5 78622,164,48,78622,4878622,0.164
ZCTA5 78557,8610,48,78557,4878557,8.61
ZCTA5 77962,3236,48,77962,4877962,3.236
ZCTA5 77968,3170,48,77968,4877968,3.17
ZCTA5 77971,997,48,77971,4877971,0.997
ZCTA5 77982,852,48,77982,4877982,0.852
ZCTA5 77086,17761,48,77086,4877086,17.761
ZCTA5 77464,171,48,77464,4877464,0.171
